player_name,season,team,matches,total_legal_balls,total_overs,total_runs_conceded,total_wickets,total_wides,total_no_balls,total_dot_balls,five_wicket_hauls,three_plus_wickets,best_bowling_wickets,total_pp_wickets,total_death_wickets,total_pp_runs_conceded,total_middle_runs_conceded,total_death_runs_conceded,season_economy,season_dot_pct,bowling_average,bowling_strike_rate
DT Christian,2021,Royal Challengers Bengaluru,9,100,16.7,156,4,4,0,28,0,0,2,0,0,15,121,20,9.36,26.92,39.0,25.0
AF Milne,2021,Mumbai Indians,4,84,14.0,135,4,2,1,28,0,1,3,3,1,71,30,34,9.64,32.18,33.75,21.0
RP Meredith,2021,Punjab Kings,5,102,17.0,171,4,5,1,36,0,0,1,1,1,60,62,49,10.06,33.33,42.75,25.5
J Yadav,2021,Mumbai Indians,7,144,24.0,174,4,4,0,56,0,0,2,3,0,64,103,7,7.25,37.84,43.5,36.0
TK Curran,2021,Delhi Capitals,3,68,11.3,104,4,4,0,19,0,1,3,0,1,3,37,64,9.18,26.39,26.0,17.0
VR Iyer,2021,Kolkata Knight Riders,4,51,8.5,71,3,2,1,12,0,0,2,0,2,0,40,31,8.35,22.22,23.67,17.0
JA Richardson,2021,Punjab Kings,3,66,11.0,122,3,3,0,22,0,0,2,0,1,41,54,27,11.09,31.88,40.67,22.0
HV Patel,2021,Delhi Capitals,5,90,15.0,135,3,7,1,22,0,0,2,0,1,31,79,25,9.0,22.45,45.0,30.0
M Jansen,2021,Mumbai Indians,2,36,6.0,47,3,3,1,12,0,1,3,0,1,31,9,7,7.83,30.0,15.67,12.0
TU Deshpande,2021,Delhi Capitals,5,102,17.0,193,3,7,1,28,0,0,2,1,1,62,86,45,11.35,25.45,64.33,34.0
GJ Maxwell,2021,Punjab Kings,7,126,21.0,171,3,0,0,35,0,0,1,1,0,44,106,21,8.14,27.78,57.0,42.0
GJ Maxwell,2021,Royal Challengers Bengaluru,6,96,16.0,135,3,3,0,25,0,0,2,0,0,42,85,8,8.44,25.25,45.0,32.0
GHS Garton,2021,Royal Challengers Bengaluru,5,90,15.0,136,3,5,2,31,0,0,1,1,1,108,11,17,9.07,31.96,45.33,30.0
TK Curran,2021,Rajasthan Royals,5,109,18.2,210,3,6,1,23,0,0,1,0,2,41,42,127,11.56,19.83,70.0,36.33
R Parag,2021,Rajasthan Royals,8,49,8.2,100,2,3,0,10,0,0,1,0,0,0,96,4,12.24,19.23,50.0,24.5
MJ Santner,2021,Chennai Super Kings,2,42,7.0,53,2,0,0,12,0,0,1,0,0,22,31,0,7.57,28.57,26.5,21.0
Abdul Samad,2021,Sunrisers Hyderabad,4,48,8.0,105,2,1,0,10,0,0,1,0,0,0,85,20,13.13,20.41,52.5,24.0
JDS Neesham,2021,Punjab Kings,5,90,15.0,149,2,3,0,25,0,0,1,1,0,37,72,40,9.93,26.88,74.5,45.0
BA Stokes,2021,Rajasthan Royals,7,96,16.0,171,2,4,2,21,0,0,2,0,1,52,49,70,10.69,20.59,85.5,48.0
DJ Hooda,2021,Punjab Kings,8,102,17.0,146,2,0,0,32,0,0,1,1,0,18,79,49,8.59,31.37,73.0,51.0
Mujeeb Ur Rahman,2021,Sunrisers Hyderabad,1,24,4.0,30,2,2,0,9,0,0,2,0,1,13,9,8,7.5,34.62,15.0,12.0
A Zampa,2021,Royal Challengers Bengaluru,3,66,11.0,92,2,1,0,20,0,0,1,0,0,0,65,27,8.36,29.85,46.0,33.0
AS Rajpoot,2021,Rajasthan Royals,6,103,17.2,206,2,11,1,31,0,0,1,0,1,126,12,68,12.0,26.96,103.0,51.5
AJ Tye,2021,Rajasthan Royals,1,25,4.2,54,2,2,0,5,0,0,2,1,1,8,11,35,12.96,18.52,27.0,12.5
Umran Malik,2021,Sunrisers Hyderabad,3,72,12.0,96,2,3,0,31,0,0,1,0,0,25,47,24,8.0,41.33,48.0,36.0
Mohammad Nabi,2021,Sunrisers Hyderabad,4,72,12.0,110,2,2,0,17,0,0,2,0,2,28,79,3,9.17,22.97,55.0,36.0
PP Chawla,2021,Mumbai Indians,1,24,4.0,38,1,0,0,3,0,0,1,0,0,16,22,0,9.5,12.5,38.0,24.0
MM Sharma,2021,Delhi Capitals,1,24,4.0,45,1,0,1,7,0,0,1,1,0,14,14,17,11.25,28.0,45.0,24.0
K Gowtham,2021,Punjab Kings,2,48,8.0,84,1,0,0,11,0,0,1,0,0,12,47,25,10.5,22.92,84.0,48.0
NT Ellis,2021,Punjab Kings,3,66,11.0,91,1,2,0,23,0,0,1,0,1,18,30,43,8.27,33.82,91.0,66.0
DR Sams,2021,Royal Challengers Bengaluru,2,36,6.0,39,1,2,0,15,0,0,1,0,0,23,10,6,6.5,39.47,39.0,36.0
Basil Thampi,2021,Sunrisers Hyderabad,1,24,4.0,46,1,0,0,5,0,0,1,0,1,20,0,26,11.5,20.83,46.0,24.0
DW Steyn,2021,Royal Challengers Bengaluru,3,70,11.7,134,1,5,0,23,0,0,1,0,1,50,26,58,11.49,30.67,134.0,70.0
MK Lomror,2021,Rajasthan Royals,4,42,7.0,47,1,1,0,13,0,0,1,1,0,11,36,0,6.71,30.23,47.0,42.0
Kuldeep Yadav,2021,Kolkata Knight Riders,4,72,12.0,95,1,2,1,16,0,0,1,0,1,0,74,21,7.92,21.33,95.0,72.0
KW Richardson,2021,Royal Challengers Bengaluru,1,18,3.0,29,1,1,0,5,0,0,1,0,1,10,11,8,9.67,26.32,29.0,18.0
GD Phillips,2021,Rajasthan Royals,2,12,2.0,20,1,1,0,4,0,0,1,0,0,0,20,0,10.0,30.77,20.0,12.0
LI Meriwala,2021,Delhi Capitals,1,18,3.0,32,1,0,1,6,0,0,1,0,0,28,4,0,10.67,31.58,32.0,18.0
FA Allen,2021,Punjab Kings,3,66,11.0,90,1,1,0,20,0,0,1,0,0,21,69,0,8.18,29.85,90.0,66.0
IC Porel,2021,Punjab Kings,1,24,4.0,42,1,2,0,7,0,0,1,0,0,26,16,0,10.5,26.92,42.0,24.0
J Suchith,2021,Sunrisers Hyderabad,2,42,7.0,66,1,0,0,11,0,0,1,0,0,3,63,0,9.43,26.19,66.0,42.0
I Sharma,2021,Delhi Capitals,4,90,15.0,124,1,2,0,29,0,0,1,1,0,61,38,25,8.27,31.52,124.0,90.0
MM Ali,2021,Royal Challengers Bengaluru,3,30,5.0,42,1,2,0,8,0,0,1,0,0,0,42,0,8.4,25.0,42.0,30.0
UT Yadav,2021,Royal Challengers Bengaluru,2,43,7.2,86,1,3,0,13,0,0,1,1,0,39,47,0,12.0,28.26,86.0,43.0
KM Asif,2021,Chennai Super Kings,1,13,2.2,18,1,0,1,2,0,0,1,0,0,0,16,2,8.31,14.29,18.0,13.0
AK Markram,2021,Punjab Kings,2,24,4.0,23,0,1,0,9,0,0,0,0,0,18,5,0,5.75,36.0,,
MR Marsh,2021,Sunrisers Hyderabad,1,4,0.7,6,0,0,0,1,0,0,0,0,0,6,0,0,9.0,25.0,,
CH Gayle,2021,Punjab Kings,1,5,0.8,5,0,0,0,0,0,0,0,0,0,0,0,5,6.0,0.0,,
DS Kulkarni,2021,Mumbai Indians,2,42,7.0,70,0,4,0,13,0,0,0,0,0,30,9,31,10.0,28.26,,
AU Rashid,2021,Punjab Kings,1,18,3.0,35,0,0,0,6,0,0,0,0,0,0,35,0,11.67,33.33,,
S Sandeep Warrier,2021,Kolkata Knight Riders,2,30,5.0,49,0,3,0,14,0,0,0,0,0,39,10,0,9.8,42.42,,
P Dubey,2021,Delhi Capitals,3,48,8.0,72,0,0,0,12,0,0,0,0,0,0,61,11,9.0,25.0,,
N Rana,2021,Kolkata Knight Riders,4,24,4.0,35,0,1,0,5,0,0,0,0,0,5,30,0,8.75,20.0,,
DA Warner,2021,Sunrisers Hyderabad,1,1,0.2,2,0,1,0,0,0,0,0,0,0,0,2,0,12.0,0.0,,
CJ Green,2021,Kolkata Knight Riders,1,17,2.8,24,0,0,0,6,0,0,0,0,0,16,0,8,8.47,35.29,,
S Dube,2021,Rajasthan Royals,4,30,5.0,53,0,1,0,6,0,0,0,0,0,0,53,0,10.6,19.35,,
RG Sharma,2021,Mumbai Indians,2,7,1.2,13,0,0,0,0,0,0,0,0,0,0,9,4,11.14,0.0,,
KS Williamson,2021,Sunrisers Hyderabad,1,12,2.0,24,0,0,0,0,0,0,0,0,0,0,24,0,12.0,0.0,,
T Shamsi,2021,Rajasthan Royals,1,24,4.0,34,0,0,0,2,0,0,0,0,0,0,34,0,8.5,8.33,,
Harbhajan Singh,2021,Kolkata Knight Riders,3,42,7.0,63,0,2,1,19,0,0,0,0,0,34,11,18,9.0,42.22,,
PWH de Silva,2021,Royal Challengers Bengaluru,2,36,6.0,60,0,0,0,11,0,0,0,0,0,19,30,11,10.0,30.56,,
Akash Singh,2021,Rajasthan Royals,1,24,4.0,39,0,0,0,7,0,0,0,0,0,18,4,17,9.75,29.17,,
K Yadav,2021,Rajasthan Royals,1,12,2.0,17,0,0,0,4,0,0,0,0,0,13,4,0,8.5,33.33,,
M Markande,2021,Rajasthan Royals,1,18,3.0,26,0,0,0,4,0,0,0,0,0,0,26,0,8.67,22.22,,
Monu Kumar,2021,Chennai Super Kings,1,12,2.0,20,0,3,1,4,0,0,0,0,0,7,0,13,10.0,25.0,,
Mujeeb Ur Rahman,2021,Punjab Kings,2,48,8.0,83,0,1,0,12,0,0,0,0,0,12,71,0,10.38,24.49,,
DR Sams,2021,Delhi Capitals,3,72,12.0,114,0,4,1,22,0,0,0,0,0,38,32,44,9.5,28.57,,
VR Aaron,2021,Rajasthan Royals,3,48,8.0,96,0,4,2,19,0,0,0,0,0,82,0,14,12.0,35.19,,
RV Patel,2021,Delhi Capitals,1,18,3.0,22,0,2,0,5,0,0,0,0,0,0,11,11,7.33,25.0,,
Jalaj S Saxena,2021,Punjab Kings,1,18,3.0,27,0,0,0,5,0,0,0,0,0,10,17,0,9.0,27.78,,
YS Chahal,2022,Rajasthan Royals,17,408,68.0,536,29,21,0,128,1,5,5,0,14,10,369,157,7.88,29.84,18.48,14.07
PWH de Silva,2022,Royal Challengers Bengaluru,16,342,57.0,439,27,4,0,137,1,2,5,0,7,37,299,103,7.7,39.6,16.26,12.67
K Rabada,2022,Punjab Kings,13,288,48.0,414,23,12,3,128,0,3,4,10,10,228,65,121,8.63,42.24,18.0,12.52
Umran Malik,2022,Sunrisers Hyderabad,14,296,49.3,455,23,14,3,131,2,4,5,0,6,42,365,48,9.22,41.85,19.78,12.87
Kuldeep Yadav,2022,Delhi Capitals,14,298,49.7,420,21,8,0,96,0,3,4,0,6,0,375,45,8.46,31.37,20.0,14.19
JR Hazlewood,2022,Royal Challengers Bengaluru,12,279,46.5,380,21,10,0,120,0,4,4,7,11,172,23,185,8.17,41.52,18.1,13.29
HV Patel,2022,Royal Challengers Bengaluru,15,321,53.5,421,21,17,0,123,1,2,5,0,11,9,192,220,7.87,36.39,20.05,15.29
AD Russell,2022,Kolkata Knight Riders,13,169,28.2,282,21,6,1,57,0,3,4,3,11,29,112,141,10.01,32.39,13.43,8.05
Mohammed Shami,2022,Gujarat Titans,16,366,61.0,491,21,12,0,169,0,2,3,11,9,267,72,152,8.05,44.71,23.38,17.43
M Prasidh Krishna,2022,Rajasthan Royals,17,399,66.5,564,21,30,3,193,0,2,3,11,8,249,77,238,8.48,44.68,26.86,19.0
Rashid Khan,2022,Gujarat Titans,16,383,63.8,428,20,3,0,123,1,2,5,0,8,58,299,71,6.7,31.87,21.4,19.15
T Natarajan,2022,Sunrisers Hyderabad,11,258,43.0,410,20,14,0,78,0,3,3,6,12,104,96,210,9.53,28.68,20.5,12.9
Avesh Khan,2022,Lucknow Super Giants,13,286,47.7,423,19,13,1,122,0,3,4,7,6,155,76,192,8.87,40.67,22.26,15.05
TA Boult,2022,Rajasthan Royals,16,372,62.0,501,18,15,0,170,0,0,2,11,3,306,64,131,8.08,43.93,27.83,20.67
DJ Bravo,2022,Chennai Super Kings,10,206,34.3,303,17,20,3,66,0,3,3,0,12,19,127,157,8.83,28.82,17.82,12.12
SN Thakur,2022,Delhi Capitals,14,290,48.3,485,16,24,1,101,0,2,4,4,8,177,99,209,10.03,32.06,30.31,18.13
TG Southee,2022,Kolkata Knight Riders,9,210,35.0,284,16,9,1,84,0,3,3,5,8,99,65,120,8.11,38.18,17.75,13.13
JO Holder,2022,Lucknow Super Giants,12,249,41.5,399,16,17,0,72,0,3,4,1,8,117,118,164,9.61,27.07,24.94,15.56
LH Ferguson,2022,Gujarat Titans,13,286,47.7,433,16,11,1,110,0,2,4,6,6,76,185,172,9.08,36.91,27.06,17.88
Mukesh Choudhary,2022,Chennai Super Kings,13,273,45.5,425,16,18,0,118,0,3,4,11,2,274,62,89,9.34,40.55,26.56,17.06
JJ Bumrah,2022,Mumbai Indians,14,320,53.3,392,16,6,1,133,1,3,5,5,8,145,98,149,7.35,40.67,24.5,20.0
UT Yadav,2022,Kolkata Knight Riders,12,288,48.0,354,16,4,5,135,0,2,4,8,1,213,105,36,7.38,45.45,22.13,18.0
KK Ahmed,2022,Delhi Capitals,10,235,39.2,315,16,6,1,110,0,2,3,4,6,110,79,126,8.04,45.45,19.69,14.69
Mohsin Khan,2022,Lucknow Super Giants,9,198,33.0,202,14,8,0,105,0,3,4,6,5,89,44,69,6.12,50.97,14.43,14.14
RD Chahar,2022,Punjab Kings,13,280,46.7,365,14,10,0,97,0,1,3,0,6,0,303,62,7.82,33.45,26.07,20.0
Ravi Bishnoi,2022,Lucknow Super Giants,14,324,54.0,462,14,13,3,110,0,1,3,0,5,30,326,106,8.56,32.35,33.0,23.14
DR Sams,2022,Mumbai Indians,11,252,42.0,375,14,21,1,105,0,2,4,8,2,153,121,101,8.93,38.32,26.79,18.0
R Ashwin,2022,Rajasthan Royals,17,402,67.0,506,13,16,1,119,0,1,3,3,2,102,343,61,7.55,28.4,38.92,30.92
Yash Dayal,2022,Gujarat Titans,9,192,32.0,296,13,10,3,76,0,2,3,5,5,140,76,80,9.25,37.07,22.77,14.77
B Kumar,2022,Sunrisers Hyderabad,14,313,52.2,394,13,15,2,129,0,1,3,3,10,181,21,192,7.55,39.09,30.31,24.08
M Theekshana,2022,Chennai Super Kings,9,210,35.0,267,12,2,0,65,0,2,4,6,4,123,102,42,7.63,30.66,22.25,17.5
Arshdeep Singh,2022,Punjab Kings,14,300,50.0,402,12,13,4,102,0,1,3,3,4,148,74,180,8.04,32.18,33.5,25.0
OC McCoy,2022,Rajasthan Royals,7,156,26.0,242,11,16,1,47,0,1,3,0,8,14,144,84,9.31,27.17,22.0,14.18
KH Pandya,2022,Lucknow Super Giants,12,228,38.0,269,11,4,0,68,0,1,4,1,3,83,169,17,7.08,29.31,24.45,20.73
PVD Chameera,2022,Lucknow Super Giants,12,264,44.0,393,11,12,2,117,0,1,3,7,4,202,80,111,8.93,42.09,35.73,24.0
SP Narine,2022,Kolkata Knight Riders,14,336,56.0,319,10,6,0,138,0,0,2,0,2,54,218,47,5.7,40.35,31.9,33.6
RP Meredith,2022,Mumbai Indians,8,168,28.0,241,10,13,0,71,0,1,3,1,8,55,90,96,8.61,39.23,24.1,16.8
Mohammed Siraj,2022,Royal Challengers Bengaluru,15,306,51.0,525,9,16,3,122,0,0,2,5,1,319,55,151,10.29,37.54,58.33,34.0
M Ashwin,2022,Mumbai Indians,8,174,29.0,233,9,5,0,65,0,0,2,2,0,69,161,3,8.03,36.31,25.89,19.33
A Nortje,2022,Delhi Capitals,6,134,22.3,219,9,5,4,47,0,1,3,3,5,94,55,70,9.81,32.87,24.33,14.89
Mustafizur Rahman,2022,Delhi Capitals,8,192,32.0,248,9,7,0,72,0,2,3,2,7,87,12,149,7.75,36.18,27.56,21.33
GJ Maxwell,2022,Royal Challengers Bengaluru,10,144,24.0,166,8,2,0,62,0,0,2,4,0,62,97,7,6.92,42.47,20.75,18.0
HH Pandya,2022,Gujarat Titans,10,183,30.5,226,8,5,1,72,0,1,3,2,2,63,117,46,7.41,38.1,28.25,22.88
MM Ali,2022,Chennai Super Kings,10,143,23.8,159,8,3,0,55,0,1,3,0,0,7,148,4,6.67,37.67,19.88,17.88
AS Joseph,2022,Gujarat Titans,9,180,30.0,269,8,4,1,67,0,0,2,1,5,95,95,79,8.97,36.22,33.63,22.5
KR Sen,2022,Rajasthan Royals,7,151,25.2,240,8,6,0,56,0,1,4,2,3,34,114,92,9.54,35.67,30.0,18.88
PJ Cummins,2022,Kolkata Knight Riders,5,119,19.8,219,8,8,0,33,0,1,4,1,3,74,46,99,11.04,25.98,27.38,14.88
M Jansen,2022,Sunrisers Hyderabad,8,192,32.0,278,7,9,0,79,0,1,3,5,1,158,79,41,8.69,39.3,39.71,27.43
OF Smith,2022,Punjab Kings,6,90,15.0,179,7,4,1,35,0,1,4,1,4,21,112,46,11.93,36.84,25.57,12.86
D Pretorius,2022,Chennai Super Kings,6,126,21.0,213,7,12,0,34,0,0,2,0,3,0,84,129,10.14,24.64,30.43,18.0
JD Unadkat,2022,Mumbai Indians,5,120,20.0,191,7,3,0,35,0,0,2,0,4,46,54,91,9.55,28.46,27.29,17.14
J Suchith,2022,Sunrisers Hyderabad,5,108,18.0,141,7,7,0,48,0,0,2,1,1,27,97,17,7.83,41.74,20.14,15.43
LS Livingstone,2022,Punjab Kings,12,138,23.0,202,6,6,0,38,0,1,3,1,0,10,171,21,8.78,26.39,33.67,23.0
R Sai Kishore,2022,Gujarat Titans,5,96,16.0,122,6,2,0,26,0,0,2,0,2,0,102,20,7.63,26.53,20.33,16.0
CV Varun,2022,Kolkata Knight Riders,11,235,39.2,338,6,8,2,86,0,0,1,0,1,43,236,59,8.63,35.1,56.33,39.17
Akash Deep,2022,Royal Challengers Bengaluru,5,113,18.8,206,6,4,2,39,0,1,3,2,1,45,104,57,10.94,32.77,34.33,18.83
RA Jadeja,2022,Chennai Super Kings,10,198,33.0,252,6,5,0,64,0,1,3,0,2,0,237,15,7.64,31.53,42.0,33.0
TS Mills,2022,Mumbai Indians,5,102,17.0,192,6,5,0,28,0,1,3,3,2,48,95,49,11.29,26.17,32.0,17.0
AR Patel,2022,Delhi Capitals,13,258,43.0,323,6,3,0,85,0,0,2,2,0,58,234,31,7.51,32.57,53.83,43.0
R Dhawan,2022,Punjab Kings,6,114,19.0,164,6,5,0,31,0,0,2,2,1,31,118,15,8.63,26.05,27.33,19.0
Ramandeep Singh,2022,Mumbai Indians,3,36,6.0,55,6,5,0,12,0,1,3,0,4,0,23,32,9.17,29.27,9.17,6.0
Washington Sundar,2022,Sunrisers Hyderabad,8,168,28.0,239,6,1,1,47,0,0,2,3,0,62,125,52,8.54,27.65,39.83,28.0
K Kartikeya,2022,Mumbai Indians,4,78,13.0,103,5,0,0,29,0,0,2,1,0,16,87,0,7.92,37.18,20.6,15.6
Basil Thampi,2022,Mumbai Indians,5,96,16.0,158,5,6,0,38,0,1,3,0,2,59,58,41,9.88,37.25,31.6,19.2
Shivam Mavi,2022,Kolkata Knight Riders,6,132,22.0,229,5,8,2,47,0,0,1,1,4,73,49,107,10.41,33.1,45.8,26.4
K Gowtham,2022,Lucknow Super Giants,4,72,12.0,101,5,0,0,31,0,0,2,0,0,22,63,16,8.42,43.06,20.2,14.4
NT Ellis,2022,Punjab Kings,2,36,6.0,57,4,3,1,14,0,1,4,0,3,17,13,27,9.5,35.0,14.25,9.0
Simarjeet Singh,2022,Chennai Super Kings,6,108,18.0,143,4,4,1,55,0,0,2,3,1,127,4,12,7.94,48.67,35.75,27.0
MR Marsh,2022,Delhi Capitals,4,72,12.0,102,4,4,0,25,0,0,2,0,1,1,72,29,8.5,32.89,25.5,18.0
Shahbaz Ahmed,2022,Royal Challengers Bengaluru,14,210,35.0,341,4,9,1,56,0,0,2,0,0,93,248,0,9.74,25.45,85.25,52.5
MP Stoinis,2022,Lucknow Super Giants,5,42,7.0,79,4,2,0,13,0,1,3,0,2,0,47,32,11.29,29.55,19.75,10.5
MJ Santner,2022,Chennai Super Kings,6,114,19.0,135,4,0,0,41,0,0,1,0,0,51,84,0,7.11,35.96,33.75,28.5
Harpreet Brar,2022,Punjab Kings,5,96,16.0,148,4,4,0,36,0,1,3,0,0,34,103,11,9.25,36.0,37.0,24.0
VG Arora,2022,Punjab Kings,5,107,17.8,165,4,3,0,38,0,0,2,3,1,105,31,29,9.25,34.55,41.25,26.75
R Shepherd,2022,Sunrisers Hyderabad,3,54,9.0,98,4,3,0,23,0,1,3,1,2,15,60,23,10.89,40.35,24.5,13.5
Lalit Yadav,2022,Delhi Capitals,8,108,18.0,152,4,1,1,37,0,0,2,1,1,48,82,22,8.44,33.64,38.0,27.0
KA Pollard,2022,Mumbai Indians,6,84,14.0,130,4,3,0,19,0,0,2,0,1,0,85,45,9.29,21.84,32.5,21.0
AJ Tye,2022,Lucknow Super Giants,3,66,11.0,113,3,3,0,21,0,1,3,1,2,37,29,47,10.27,30.43,37.67,22.0
PJ Sangwan,2022,Gujarat Titans,3,54,9.0,66,3,2,0,21,0,0,2,1,0,20,46,0,7.33,37.5,22.0,18.0
Navdeep Saini,2022,Rajasthan Royals,2,36,6.0,73,3,2,1,9,0,0,2,1,1,16,52,5,12.17,23.08,24.33,12.0
CJ Jordan,2022,Chennai Super Kings,4,77,12.8,136,3,1,2,22,0,1,3,1,2,23,39,74,10.6,27.5,45.33,25.67
Sandeep Sharma,2022,Punjab Kings,5,120,20.0,156,3,6,0,58,0,0,1,2,0,66,41,49,7.8,46.03,52.0,40.0
C Sakariya,2022,Delhi Capitals,3,66,11.0,87,3,5,0,18,0,0,2,2,1,30,27,30,7.91,25.35,29.0,22.0
HR Shokeen,2022,Mumbai Indians,5,90,15.0,130,2,4,0,41,0,0,2,1,1,26,80,24,8.67,43.62,65.0,45.0
PH Solanki,2022,Chennai Super Kings,2,36,6.0,39,2,0,0,11,0,0,2,0,1,0,24,15,6.5,30.56,19.5,18.0
Fazalhaq Farooqi,2022,Sunrisers Hyderabad,3,72,12.0,110,2,4,0,24,0,0,2,1,0,29,33,48,9.17,31.58,55.0,36.0
A Badoni,2022,Lucknow Super Giants,2,12,2.0,12,2,0,0,3,0,0,1,0,0,0,12,0,6.0,25.0,6.0,6.0
DG Nalkande,2022,Gujarat Titans,2,31,5.2,59,2,2,0,8,0,0,2,0,0,0,53,6,11.42,24.24,29.5,15.5
M Pathirana,2022,Chennai Super Kings,2,41,6.8,56,2,7,0,16,0,0,2,0,0,0,26,30,8.2,33.33,28.0,20.5
VR Aaron,2022,Gujarat Titans,2,30,5.0,53,2,3,0,6,0,0,2,1,1,19,25,9,10.6,18.18,26.5,15.0
FA Allen,2022,Mumbai Indians,1,24,4.0,46,1,0,0,6,0,0,1,1,0,11,35,0,11.5,25.0,46.0,24.0
AK Markram,2022,Sunrisers Hyderabad,4,36,6.0,64,1,0,0,8,0,0,1,0,0,0,64,0,10.67,22.22,64.0,36.0
DJ Hooda,2022,Lucknow Super Giants,2,24,4.0,43,1,0,0,5,0,0,1,0,0,0,21,22,10.75,20.83,43.0,24.0
D Brevis,2022,Mumbai Indians,1,3,0.5,8,1,0,0,1,0,0,1,0,1,0,0,8,16.0,33.33,8.0,3.0
V Shankar,2022,Gujarat Titans,2,9,1.5,15,1,1,0,4,0,0,1,0,0,0,14,1,10.0,40.0,15.0,9.0
DJ Willey,2022,Royal Challengers Bengaluru,4,66,11.0,75,1,0,0,24,0,0,1,1,0,61,14,0,6.82,36.36,75.0,66.0
S Gopal,2022,Sunrisers Hyderabad,1,18,3.0,34,1,0,0,7,0,0,1,0,0,0,34,0,11.33,38.89,34.0,18.0
AS Roy,2022,Kolkata Knight Riders,2,42,7.0,55,1,0,0,11,0,0,1,0,0,24,31,0,7.86,26.19,55.0,42.0
Harshit Rana,2022,Kolkata Knight Riders,2,30,5.0,52,1,0,1,11,0,0,1,1,0,23,29,0,10.4,35.48,52.0,30.0
R Parag,2022,Rajasthan Royals,4,24,4.0,59,1,2,0,3,0,0,1,0,0,0,45,14,14.75,11.54,59.0,24.0
R Tewatia,2022,Gujarat Titans,5,36,6.0,76,1,0,0,6,0,0,1,0,0,0,67,9,12.67,16.67,76.0,36.0
Kartik Tyagi,2022,Sunrisers Hyderabad,2,48,8.0,79,1,4,2,20,0,0,1,0,1,28,31,20,9.88,37.04,79.0,48.0
TU Deshpande,2022,Chennai Super Kings,2,42,7.0,67,1,1,0,17,0,0,1,0,0,44,23,0,9.57,39.53,67.0,42.0
M Markande,2022,Mumbai Indians,2,42,7.0,61,1,0,0,10,0,0,1,0,0,0,61,0,8.71,23.81,61.0,42.0
SA Abbott,2022,Sunrisers Hyderabad,1,24,4.0,47,1,3,0,7,0,0,1,1,0,17,12,18,11.75,25.93,47.0,24.0
NM Coulter-Nile,2022,Rajasthan Royals,1,18,3.0,49,0,1,1,3,0,0,0,0,0,0,24,25,16.33,15.0,,
Rasikh Salam,2022,Kolkata Knight Riders,2,24,4.0,28,0,0,0,8,0,0,0,0,0,20,8,0,7.0,33.33,,
Abdul Samad,2022,Sunrisers Hyderabad,1,6,1.0,8,0,0,0,1,0,0,0,0,0,0,8,0,8.0,16.67,,
YBK Jaiswal,2022,Rajasthan Royals,1,1,0.2,6,0,0,0,0,0,0,0,0,0,0,0,6,36.0,0.0,,
MK Lomror,2022,Royal Challengers Bengaluru,2,12,2.0,18,0,0,0,3,0,0,0,0,0,0,18,0,9.0,25.0,,
Abhishek Sharma,2022,Sunrisers Hyderabad,3,24,4.0,39,0,0,0,3,0,0,0,0,0,0,39,0,9.75,12.5,,
R Powell,2022,Delhi Capitals,1,6,1.0,17,0,1,0,0,0,0,0,0,0,0,17,0,17.0,0.0,,
R Sanjay Yadav,2022,Mumbai Indians,1,12,2.0,23,0,2,0,6,0,0,0,0,0,8,15,0,11.5,42.86,,
VR Iyer,2022,Kolkata Knight Riders,4,24,4.0,46,0,0,0,3,0,0,0,0,0,0,22,24,11.5,12.5,,
S Dube,2022,Chennai Super Kings,2,12,2.0,40,0,2,0,0,0,0,0,0,0,0,15,25,20.0,0.0,,
DJ Mitchell,2022,Rajasthan Royals,2,12,2.0,27,0,1,0,1,0,0,0,0,0,0,27,0,13.5,7.69,,
AF Milne,2022,Chennai Super Kings,1,15,2.5,19,0,0,0,9,0,0,0,0,0,12,0,7,7.6,60.0,,
Tilak Varma,2022,Mumbai Indians,2,12,2.0,13,0,0,0,5,0,0,0,0,0,7,6,0,6.5,41.67,,
KL Nagarkoti,2022,Delhi Capitals,1,12,2.0,29,0,1,0,4,0,0,0,0,0,16,13,0,14.5,30.77,,
Shashank Singh,2022,Sunrisers Hyderabad,2,12,2.0,20,0,1,0,1,0,0,0,0,0,0,20,0,10.0,7.69,,
Aman Hakim Khan,2022,Kolkata Knight Riders,1,6,1.0,13,0,0,0,1,0,0,0,0,0,0,13,0,13.0,16.67,,
N Rana,2022,Kolkata Knight Riders,2,12,2.0,23,0,0,0,1,0,0,0,0,0,0,23,0,11.5,8.33,,
SS Iyer,2022,Kolkata Knight Riders,1,6,1.0,7,0,0,0,4,0,0,0,0,0,0,0,7,7.0,66.67,,
JDS Neesham,2022,Rajasthan Royals,1,18,3.0,29,0,0,0,5,0,0,0,0,0,12,17,0,9.67,27.78,,
S Kaul,2022,Royal Challengers Bengaluru,1,24,4.0,43,0,0,0,6,0,0,0,0,0,14,8,21,10.75,25.0,,
MM Sharma,2023,Gujarat Titans,14,265,44.2,362,31,3,0,86,1,6,5,0,18,28,165,169,8.2,32.09,11.68,8.55
Rashid Khan,2023,Gujarat Titans,17,402,67.0,557,28,5,0,129,0,4,4,3,10,115,326,116,8.31,31.7,19.89,14.36
Mohammed Shami,2023,Gujarat Titans,17,391,65.2,532,28,11,1,184,0,5,4,17,9,335,46,151,8.16,45.66,19.0,13.96
